"district_name_bps","district_code_bps","district_name_kemendagri","district_code_kemendagri","subdistrict_name_bps","subdistrict_code_bps","subdistrict_name_kemendagri","subdistrict_code_kemendagri","village_name_bps","village_code_bps","village_name_kemendagri","village_code_kemendagri"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","MALASARI","3201010001","MALASARI","32.01.21.2001"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","BANTAR KARET","3201010002","BANTARKARET","32.01.21.2004"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","CISARUA","3201010003","CISARUA","32.01.21.2003"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","CURUG BITUNG","3201010004","CURUGBITUNG","32.01.21.2002"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","NANGGUNG","3201010005","NANGGUNG","32.01.21.2007"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","PANGKAL JAYA","3201010006","PANGKALJAYA","32.01.21.2009"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","SUKALUYU","3201010007","SUKALUYU","32.01.21.2010"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","HAMBARO","3201010008","HAMBARO","32.01.21.2005"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","KALONG LIUD","3201010009","KALONGLIUD","32.01.21.2006"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","PARAKAN MUNCANG","3201010010","PARAKANMUNCANG","32.01.21.2008"
"BOGOR","3201","KAB. BOGOR","32.01","NANGGUNG","3201010","NANGGUNG","32.01.21","BATU TULIS","3201010011","BATU TULIS","32.01.21.2011"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","PURASARI","3201020001","PURASARI","32.01.14.2002"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","PURASEDA","3201020002","PURASEDA","32.01.14.2008"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","KARYASARI","3201020003","KARYASARI","32.01.14.2003"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","PABANGBON","3201020004","PABANGBON","32.01.14.2004"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","KARACAK","3201020005","KARACAK","32.01.14.2005"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","BARENGKOK","3201020006","BARENGKOK","32.01.14.2006"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","CIBEBER II","3201020007","CIBEBER II","32.01.14.2010"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","CIBEBER I","3201020016","CIBEBER I","32.01.14.2009"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","LEUWIMEKAR","3201020017","LEUWIMEKAR","32.01.14.2007"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","LEUWILIANG","3201020018","LEUWILIANG","32.01.14.2001"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWILIANG","3201020","LEUWILIANG","32.01.14","KAREHKEL","3201020019","KAREHKEL","32.01.14.2011"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","WANGUN JAYA","3201021001","WANGUNJAYA","32.01.39.2004"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","SADENGKOLOT","3201021002","SADENG KOLOT","32.01.39.2003"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","LEUWISADENG","3201021003","LEUWISADENG","32.01.39.2001"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","SIBANTENG","3201021004","SIBANTENG","32.01.39.2008"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","BABAKAN SADENG","3201021005","BABAKAN SADENG","32.01.39.2002"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","SADENG","3201021006","SADENG","32.01.39.2007"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","KALONG II","3201021007","KALONG II","32.01.39.2006"
"BOGOR","3201","KAB. BOGOR","32.01","LEUWISADENG","3201021","LEUWISADENG","32.01.39","KALONG I","3201021008","KALONG I","32.01.39.2005"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIBUNIAN","3201030001","CIBUNIAN","32.01.17.2002"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","PURWABAKTI","3201030002","PURWABAKTI","32.01.17.2001"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIASMARA","3201030003","CIASMARA","32.01.17.2015"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIASIHAN","3201030004","CIASIHAN","32.01.17.2013"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","GUNUNG SARI","3201030005","GUNUNGSARI","32.01.17.2014"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","GUNUNG BUNDER 2","3201030006","GUNUNGBUNDER II","32.01.17.2005"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","GUNUNG BUNDER 1","3201030007","GUNUNGBUNDER I","32.01.17.2010"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIBENING","3201030008","CIBENING","32.01.17.2009"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","GUNUNG PICUNG","3201030009","GUNUNG PICUNG","32.01.17.2012"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIBITUNG KULON","3201030010","CIBITUNG KULON","32.01.17.2011"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIBITUNG WETAN","3201030011","CIBITUNGWETAN","32.01.17.2003"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","PAMIJAHAN","3201030012","PAMIJAHAN","32.01.17.2008"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","PASAREAN","3201030013","PASAREAN","32.01.17.2006"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","GUNUNG MENYAN","3201030014","GUNUNGMENYAN","32.01.17.2004"
"BOGOR","3201","KAB. BOGOR","32.01","PAMIJAHAN","3201030","PAMIJAHAN","32.01.17","CIMAYANG","3201030015","CIMAYANG","32.01.17.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","SITU UDIK","3201040001","SITU UDIK","32.01.16.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","SITU ILIR","3201040002","SITU ILIR","32.01.16.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIBATOK 2","3201040003","CIBATOK I","32.01.16.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIARUTEN UDIK","3201040004","CIARUTEUN UDIK","32.01.16.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIBATOK 1","3201040005","CIBATOK I","32.01.16.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","SUKAMAJU","3201040006","SUKAMAJU","32.01.16.2013"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CEMPLANG","3201040007","CEMPLANG","32.01.16.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","GALUGA","3201040008","GALUGA","32.01.16.2014"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","DUKUH","3201040009","DUKUH","32.01.16.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIMANGGU 2","3201040010","CIMANGGU I","32.01.16.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIMANGGU 1","3201040011","CIMANGGU I","32.01.16.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","GIRIMULYA","3201040012","GIRIMULYA","32.01.16.2015"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","LEUWEUNG KOLOT","3201040013","LEUWEUNGKOLOT","32.01.16.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIARUTEN ILIR","3201040014","CIARUTEUN ILIR","32.01.16.2011"
"BOGOR","3201","KAB. BOGOR","32.01","CIBUNGBULANG","3201040","CIBUNGBULANG","32.01.16","CIJUJUNG","3201040015","CIJUJUNG","32.01.16.2010"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIAMPEA UDIK","3201050004","CIAMPEA UDIK","32.01.15.2013"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CINANGKA","3201050008","CINANGKA","32.01.15.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIBUNTU","3201050009","CIBUNTU","32.01.15.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CICADAS","3201050010","CICADAS","32.01.15.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","TEGAL WARU","3201050011","TEGALWARU","32.01.15.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","BOJONG JENGKOL","3201050012","BOJONGJENGKOL","32.01.15.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIHIDEUNG UDIK","3201050013","CIHIDEUNGUDIK","32.01.15.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIHIDEUNG ILIR","3201050014","CIHIDEUNGHILIR","32.01.15.2010"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIBANTENG","3201050015","CIBANTENG","32.01.15.2011"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","BOJONG RANGKAS","3201050016","BOJONGRANGKAS","32.01.15.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIBADAK","3201050017","CIBADAK","32.01.15.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","BENTENG","3201050018","BENTENG","32.01.15.2012"
"BOGOR","3201","KAB. BOGOR","32.01","CIAMPEA","3201050","CIAMPEA","32.01.15","CIAMPEA","3201050019","CIAMPEA","32.01.15.2001"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","TAPOS 1","3201051001","TAPOS I","32.01.40.2001"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","GUNUNG MALANG","3201051002","GUNUNG MALANG","32.01.40.2006"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","TAPOS 2","3201051003","TAPOS I","32.01.40.2001"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","SITU DAUN","3201051004","SITUDAUN","32.01.40.2004"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","CIBITUNG TENGAH","3201051005","CIBITUNG TENGAH","32.01.40.2003"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","CINANGNENG","3201051006","CINANGNENG","32.01.40.2005"
"BOGOR","3201","KAB. BOGOR","32.01","TENJOLAYA","3201051","TENJOLAYA","32.01.40","GUNUNG MULYA","3201051007","GUNUNG MULYA","32.01.40.2007"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","PURWASARI","3201060001","PURWASARI","32.01.30.2006"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","PETIR","3201060002","PETIR","32.01.30.2005"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","SUKADAMAI","3201060003","SUKADAMAI","32.01.30.2001"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","SUKAWENING","3201060004","SUKAWENING","32.01.30.2004"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","NEGLASARI","3201060005","NEGLASARI","32.01.30.2010"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","SINAR SARI","3201060006","SINARSARI","32.01.30.2003"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","CIHERANG","3201060007","CIHERANG","32.01.30.2002"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","DRAMAGA","3201060008","DRAMAGA","32.01.30.2009"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","BABAKAN","3201060009","BABAKAN","32.01.30.2008"
"BOGOR","3201","KAB. BOGOR","32.01","DRAMAGA","3201060","DRAMAGA","32.01.30","CIKARAWANG","3201060010","CIKARAWANG","32.01.30.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","KOTA BATU","3201070009","KOTA BATU","32.01.29.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","MEKARJAYA","3201070010","MEKARJAYA","32.01.29.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","PARAKAN","3201070011","PARAKAN","32.01.29.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","CIOMAS","3201070012","CIOMAS","32.01.29.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","PAGELARAN","3201070013","PAGELARAN","32.01.29.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","SUKAMAKMUR","3201070014","SUKAMAKMUR","32.01.29.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","CIAPUS","3201070015","CIAPUS","32.01.29.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","SUKAHARJA","3201070016","SUKAHARJA","32.01.29.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","PADASUKA","3201070017","PADASUKA","32.01.29.1003"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","CIOMAS RAHAYU","3201070018","CIOMAS RAHAYU","32.01.29.2011"
"BOGOR","3201","KAB. BOGOR","32.01","CIOMAS","3201070","CIOMAS","32.01.29","LALADON","3201070019","LALADON","32.01.29.2010"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SUKAJADI","3201071001","SUKAJADI","32.01.31.2008"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SUKALUYU","3201071002","SUKALUYU","32.01.31.2005"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SUKAJAYA","3201071003","SUKAJAYA","32.01.31.2007"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SUKARESMI","3201071004","SUKARESMI","32.01.31.2006"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","PASIR EURIH","3201071005","PASIREURIH","32.01.31.2003"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","TAMAN SARI","3201071006","TAMANSARI","32.01.31.2004"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SUKAMANTRI","3201071007","SUKAMANTRI","32.01.31.2001"
"BOGOR","3201","KAB. BOGOR","32.01","TAMANSARI","3201071","TAMANSARI","32.01.31","SIRNAGALIH","3201071008","SIRNAGALIH","32.01.31.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","WARUNG MENTENG","3201080010","WARUNG MENTENG","32.01.28.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","CIJERUK","3201080011","CIJERUK","32.01.28.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","CIPELANG","3201080012","CIPELANG","32.01.28.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","CIBALUNG","3201080013","CIBALUNG","32.01.28.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","CIPICUNG","3201080014","CIPICUNG","32.01.28.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","TANJUNG SARI","3201080015","TANJUNGSARI","32.01.28.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","TAJUR HALANG","3201080016","TAJUR HALANG","32.01.28.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","PALASARI","3201080017","PALASARI","32.01.28.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CIJERUK","3201080","CIJERUK","32.01.28","SUKAHARJA","3201080018","SUKAHARJA","32.01.28.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","TUGU JAYA","3201081001","TUGUJAYA","32.01.38.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","CIGOMBONG","3201081002","CIGOMBONG","32.01.38.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","WATES JAYA","3201081003","WATESJAYA","32.01.38.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","SROGOL","3201081004","SROGOL","32.01.38.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","CIBURUY","3201081005","CIBURUY","32.01.38.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","CISALADA","3201081006","CISALADA","32.01.38.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","PASIR JAYA","3201081007","PASIRJAYA","32.01.38.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","CIBURAYUT","3201081008","CIBURAYUT","32.01.38.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CIGOMBONG","3201081","CIGOMBONG","32.01.38","CIADEG","3201081009","CIADEG","32.01.38.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","PASIR BUNCIR","3201090001","BASIR BUNCIR","32.01.27.2010"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CINAGARA","3201090002","CINAGARA","32.01.27.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","TANGKIL","3201090003","TANGKIL","32.01.27.2012"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","PASIR MUNCANG","3201090004","PASIR MUNCANG","32.01.27.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","MUARA JAYA","3201090005","MUARA JAYA","32.01.27.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CARINGIN","3201090006","CARINGIN","32.01.27.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","LEMAH DUHUR","3201090007","LEMAH DUHUR","32.01.27.2011"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CIMANDE","3201090008","CIMANDE","32.01.27.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","PANCAWATI","3201090009","PANCAWATI","32.01.27.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CIDERUM","3201090010","CIDERUM","32.01.27.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CIHERANG PONDOK","3201090011","CIHERANG PONDOK","32.01.27.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CARINGIN","3201090","CARINGIN","32.01.27","CIMANDE HILIR","3201090012","CIMANDE HILIR","32.01.27.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","CILEUNGSI","3201100001","CILEUNGSI","32.01.24.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","CITAPEN","3201100002","CITAPEN","32.01.24.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","CIBEDUG","3201100003","CIBEDUG","32.01.24.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BOJONG MURNI","3201100004","BOJONG MURNI","32.01.24.2010"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","JAMBU LUWUK","3201100005","JAMBULUWUK","32.01.24.2004"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BANJAR SARI","3201100006","BANJARSARI","32.01.24.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BANJAR WANGI","3201100007","BANJAR WANGI","32.01.24.2011"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BITUNG SARI","3201100008","BITUNGSARI","32.01.24.2013"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","TELUK PINANG","3201100009","TELUK PINANG","32.01.24.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BANJAR WARU","3201100010","BANJAR WARU","32.01.24.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","CIAWI","3201100011","CIAWI","32.01.24.2012"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","BENDUNGAN","3201100012","BENDUNGAN","32.01.24.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CIAWI","3201100","CIAWI","32.01.24","PANDANSARI","3201100013","PANDAN SARI","32.01.24.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","CITEKO","3201110001","CITEKO","32.01.25.2005"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","CIBEUREUM","3201110002","CIBEUREUM","32.01.25.2003"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","TUGU SELATAN","3201110003","TUGU SELATAN","32.01.25.2006"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","TUGU UTARA","3201110004","TUGU UTARA","32.01.25.2009"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","BATU LAYANG","3201110005","BATULAYANG","32.01.25.2001"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","CISARUA","3201110006","CISARUA","32.01.25.1010"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","KOPO","3201110007","KOPO","32.01.25.2008"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","LEUWIMALANG","3201110008","LEUWIMALANG","32.01.25.2007"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","JOGJOGAN","3201110009","JOGJOGAN","32.01.25.2002"
"BOGOR","3201","KAB. BOGOR","32.01","CISARUA","3201110","CISARUA","32.01.25","CILEMBER","3201110010","CILEMBER","32.01.25.2004"
"BOGOR","3201","KAB. BOGOR","32.01","MEGAMENDUNG","3201120","MEGAMENDUNG","32.01.26","SUKARESMI","3201120001","SUKARESMI","32.01.26.2011"
"BOGOR","3201","KAB. BOGOR","32.01","MEGAMENDUNG","3201120","MEGAMENDUNG","32.01.26","SUKAGALIH","3201120002","SUKAGALIH","32.01.26.2008"
"BOGOR","3201","KAB. BOGOR","32.01","MEGAMENDUNG","3201120","MEGAMENDUNG","32.01.26","KUTA","3201120003","KUTA","32.01.26.2002"
"BOGOR","3201","KAB. BOGOR","32.01","MEGAMENDUNG","3201120","MEGAMENDUNG","32.01.26","SUKAKARYA","3201120004","SUKAKARYA","32.01.26.2004"
"BOGOR","3201","KAB. BOGOR","32.01","MEGAMENDUNG","3201120","MEGAMENDUNG","32.01.26","SUKAMANAH","3201120005","SUKAMANAH","32.01.26.2007"
